id,name,full_name,birthday,height,weight
11588,Barry Lea,Barry Phillip John Lea,1972-03-24 00:00:00,1.8,82
11589,Alvaro Luongo,Alvaro Luongo,1966-01-12 00:00:00,1.85,92
11590,Martin Mendaro,Martin Mendaro,1973-08-01 00:00:00,1.73,87
11591,Ivan Merlo,Ivan Merlo,1970-08-10 00:00:00,1.83,89
11593,Marcelo Nicola,Marcelo Nicola,,,
11594,Diego Ormaechea,Diego Ormaechea,1959-09-19 00:00:00,1.83,97
11595,Martin Panizza,Martin Panizza,1970-07-24 00:00:00,1.88,98
11596,Alberico Passadore,Alberico Passadore,1960-03-18 00:00:00,1.75,71
11597,Fernando Paullier,Fernando Paullier,1967-10-27 00:00:00,1.78,87
11598,Sebastian Paz Posse,Sebastian Paz Posse,,,
11599,Sergio Peretti,Sergio Peretti,,,
11600,Rob Randell,Robert R. Randell,1967-04-08 00:00:00,1.93,108
11601,Mark Scharrenberg,Mark Andrew Scharrenberg,1969-04-30 00:00:00,1.8,90
11602,Ed Schram,Edward Charles Schram,1968-09-28 00:00:00,1.78,92
11603,Federico Sciarra,Federico Sciarra,1966-02-14 00:00:00,1.73,79
11604,Richard Tardits,Richard Tardits,1965-07-30 00:00:00,1.88,110
11606,Pedro Vecino,Pedro Vecino,1970-03-08 00:00:00,1.78,85
11607,Juan Manuel Viacava,Juan Manuel Viacava,,,
11608,Cristian Viel Temperley,Cristian Enrique Viel Temperley,1967-11-04 00:00:00,1.91,99
11609,Pablo Viglietti,Pablo Viglietti,,,
11610,Martin Viola,Martin Viola,,,
11611,Ian Kennedy,Ian Kennedy,,,
11612,Ian MacKay,Ian MacKay,1962-02-19 00:00:00,,
11613,Fernando Sosa Diaz,Fernando Sosa Diaz,1971-09-12 00:00:00,1.68,82
11614,Alejo Suarez,Alejo Suarez,,,
11615,Francisco de los Santos,Francisco de los Santos,1970-05-07 00:00:00,1.78,97
11616,Bruce Ferguson,Bruce Ferguson,1969-07-25 00:00:00,,
11617,Masato Nakamura,Masato Nakamura,,,
11618,Ryuta Onitsuka,Ryuta Onitsuka,1972-09-15 00:00:00,1.68,69
11619,Leon Loppy,Leon Loppy,1966-04-19 00:00:00,1.93,95
11622,Alvaro Terra,Alvaro Terra,,,
11623,Ble Aka,Ble Aka,1975-01-19 00:00:00,,
11624,D. Amantchi,D. Amantchi,,,
11625,Eduard Angoran,Eduard Angoran,1970-05-06 00:00:00,,
11626,Ernest Bley,Ernest Anando Bley,1968-11-07 00:00:00,,
11627,Paulin Bouazo,Paulin Tagro Bouazo,1968-02-18 00:00:00,1.8,73
11628,Abubacar Camara,Abubacar Camara,1965-12-26 00:00:00,,
11629,Athanase Dali,Athanase Dali,1967-09-09 00:00:00,1.75,74
11630,Toussaint Djehi,Toussaint Djehi,1962-11-01 00:00:00,1.75,96
11631,Amidou Kone,Amidou Kone,1965-10-20 00:00:00,,
11632,Thierry Kouame,Thierry Kouame,1966-07-02 00:00:00,,
11633,G. Kouassi,G. Kouassi,,,
11634,Isimaila Lassissi,Isimaila Lassissi,1969-09-11 00:00:00,1.88,103
11635,Lucien Niakou,Lucien Niakou,1964-04-25 00:00:00,1.75,79
11636,Alfred Okou,Alfred Okou,1963-09-03 00:00:00,1.85,89
11637,Jean-Baptiste Sathiq,Jean-Baptiste Sathiq,1966-06-06 00:00:00,1.8,79
11638,S. Trore,S. Trore,,,
11639,P. Amichia,P. Amichia,,,
11640,Mark Catchpole,Mark Phillip Catchpole,1968-01-09 00:00:00,1.75,84
11641,Tim Kava,Timothy P. Kava,1963-03-06 00:00:00,1.96,109
11642,Victor Kouassi,Victor Kouassi,1971-07-20 00:00:00,,
11643,Alistair Murdoch,Alistair Richard Murdoch,1967-05-09 00:00:00,1.85,91
11645,A. Zouzouo,A. Zouzouo,,,
11646,Kakha Alania,Kakha Pele Alania,,,
11647,Elguja Iovadze,Elguja Iovadze,,,
11648,Zaza Khutsishvili,Zaza Khutsishvili,,,
11649,Akaki Matchutadze,Akaki Matchutadze,,,
11650,Paata Tqabladze,Paata Tqabladze,,,
11652,Mark Andrews,Mark Gregory Andrews,1972-02-21 00:00:00,2.01,115
11653,Orazio Arancio,Orazio Arancio,1967-11-15 00:00:00,1.91,103
11654,Steve Atherton,Stephen Atherton,1965-03-17 00:00:00,2.01,116
11656,Vittorio d'Anna,Vittorio d'Anna,1967-12-16 00:00:00,1.8,93
11657,Naka Drotske,Allen Erasmus Drotske,1971-03-15 00:00:00,1.83,107
11658,Pablo Fernandez Bravo,Pablo Fernandez Bravo,,,
11659,Guy Kebble,Guy Ralph Kebble,1966-05-02 00:00:00,1.85,124
11660,Ruben Kruger,Ruben Jacobus Kruger,1970-03-30 00:00:00,1.88,101
11661,Hentie Martens,Hendrik Jacobus Martens,1971-10-29 00:00:00,1.78,80
11662,Ian Cooper,Ian K. Cooper,1969-09-04 00:00:00,,
11663,Scott Quinnell,Leon Scott Quinnell,1972-08-20 00:00:00,1.93,119
11664,Hemi Taylor,Hemi Takatou Taylor,1963-12-17 00:00:00,1.88,109
11665,Ron Toews,Ron V. Toews,1969-04-28 00:00:00,,
11666,Gavin Johnson,Gavin Keith Johnson,1966-10-17 00:00:00,1.88,79
11667,Alan McGowan,Alan Noel McGowan,1972-01-02 00:00:00,1.78,82
11668,Conor O'Shea,Conor Michael Patrick O'Shea,1970-10-21 00:00:00,1.88,100
11669,S. Rosu,S. Rosu,,,
11670,Chester Williams,Chester Mornay Williams,1970-08-08 00:00:00,1.73,81
11672,Marc Ellis,Marc Christopher Gwynne Ellis,1971-10-08 00:00:00,1.78,89
11673,Norm Hewitt,Norman Jason Hewitt,1968-11-11 00:00:00,1.78,107
11674,Kevin McKenzie,Kevin Duncan McKenzie,1968-01-22 00:00:00,1.68,96
11675,Bryan Redpath,Bryan William Redpath,1971-07-02 00:00:00,1.7,80
11676,Alan Sharp,Alan Victor Sharp,1969-10-17 00:00:00,1.78,109
11677,Jeff Wilson,Jeffrey William Wilson,1973-10-24 00:00:00,1.8,88
11678,Kyran Bracken,Kyran Paul Patrick Bracken,1971-11-22 00:00:00,1.8,82
11679,Jon Callard,Jonathan Edward Brooks Callard,1966-01-01 00:00:00,1.8,80
11680,Matt Dawson,Matthew James Sutherland Dawson,1972-10-31 00:00:00,1.78,89
11681,Graham Rowntree,Christopher Graham Rowntree,1971-04-18 00:00:00,1.83,109
11683,Jorge Gutierrez Sanz,Jorge R. Gutierrez Sanz,,,
11684,Jose Miguel Villau Cabeza,Jose Miguel Villau Cabeza,1971-10-30 00:00:00,1.96,106
11685,Danilo Beretta,Danilo Beretta,1967-09-06 00:00:00,1.88,98
11686,Roberto Crotti,Roberto Crotti,1966-01-16 00:00:00,1.8,85
11687,Michael Dods,Michael J. Dods,1968-12-30 00:00:00,1.78,73
11688,Dale McIntosh,Dale Lynsay Manawa McIntosh,1969-11-23 00:00:00,1.93,112
11689,Kenny Milligan,Kenneth Robert Milligan,1972-07-19 00:00:00,1.78,79
11690,Peter Walton,Peter Walton,1969-06-03 00:00:00,1.91,114
11691,Olivier Brouzet,Olivier Brouzet,1972-11-22 00:00:00,2.01,118
11692,Emile Ntamack,Emile Ntamack,1970-06-25 00:00:00,1.88,93
11693,Ken O'Connell,Kenneth Dennis O'Connell,1968-07-25 00:00:00,1.88,101
11694,Davy Tweed,David Alexander Tweed,1959-11-13 00:00:00,,
11695,Barry Williams,Barry Hugh Williams,1974-01-06 00:00:00,1.83,101
11696,Mike Catt,Michael John Catt,1971-09-17 00:00:00,1.8,86
11697,Steve Ojomoh,Stephen Oziegbe Ojomoh,1970-05-25 00:00:00,1.91,105
11698,Roque Robles Perez,Roque Robles Perez,,,
11699,Maurice Field,Maurice John Field,1964-02-24 00:00:00,1.83,90
11700,Alain Macabiau,Alain Macabiau,1966-05-15 00:00:00,1.75,72
11701,William Techoueyres,William Techoueyres,1966-02-12 00:00:00,1.83,87
11703,Laurent Benezech,Laurent Benezech,1966-12-19 00:00:00,1.83,103
11704,Rob Lumkong,Robert Anthony Lumkong,1970-08-03 00:00:00,1.88,99
11705,Yann Delaigue,Yann Delaigue,1973-04-05 00:00:00,1.8,82
11706,Ignacio de Lazaro Bravo,Ignacio de Lazaro Bravo,,,
11708,Javier Gutierrez Villanueva,Javier Gutierrez Villanueva,,,
11709,Tikhon Khakhaleishvili,Tikhon Khakhaleishvili,,,
11710,Zviad Liparteliani,Zviad Liparteliani,,,
11711,Shota Modebadze,Shota Modebadze,1974-06-16 00:00:00,1.73,74
11712,Vano Nadiradze,Vano Nadiradze,1972-02-23 00:00:00,1.96,109
11713,Soso Partsikanashvili,Soso Partsikanashvili,,,
11714,Paata Saneblidze,Paata Saneblidze,,,
11715,Irakli Sikharulidze,Irakli Sikharulidze,,,
11716,Levan Tsabadze,Levan Tsabadze,1973-01-08 00:00:00,1.75,109
11717,Antonio Rebelo Andrade,Antonio Rebelo de Andrade,,,
11718,Paulo Domingos,Paulo Domingos,1969-03-07 00:00:00,1.83,103
11720,Alejandro Ruggero,Alejandro Ruggero,,,
11721,Antonio Pecas,Antonio Pecas,,,
11722,Paulo Picao Eusebio,Paulo Picao Eusebio,,,
11723,Robert Cioca,Robert Cioca,1973-02-10 00:00:00,1.83,89
11724,Catalin Draguceanu,Catalin Sebastian Draguceanu,1970-11-19 00:00:00,1.91,106
11725,Marcelo Mascaro Casaccio,Marcelo Mascaro Casaccio,,,
11726,Juan Manuel Perez Escobar,Juan Manuel Perez Escobar,,,
11728,Vasile Flutur,Vasile Mugurel Flutur,1969-06-22 00:00:00,,
11729,D. Popa,D. Popa,,,
11731,Nicola Aldrovandi,Nicola Aldrovandi,1971-12-06 00:00:00,1.8,92
11734,Claudio de Rossi,Claudio de Rossi,1967-06-16 00:00:00,1.83,99
11735,Javier Lopez Martin,Francisco Javier Lopez Martin,,,
11736,Alberto Socias Olmos,Alberto Socias Olmos,1973-05-16 00:00:00,1.88,81
11737,Alessandro Troncon,Alessandro Troncon,1973-09-06 00:00:00,1.78,84
11738,Takashi Akatsuka,Takashi Akatsuka,1973-09-08 00:00:00,1.93,119
11740,Eminoni Batimala,Eminoni Batimala,1970-09-03 00:00:00,1.75,95
11741,Jonas Campbell,Jonas Campbell,,,
11742,Aloesi Elder,Aloesi Elder,,,
11743,Maka Kafoa,Maka Kafoa,,,
11744,Apisai Mucunabitu,Apisai Mucunabitu,,,
11745,Hideki Nishida,Hideki Nishida,1972-05-01 00:00:00,1.63,63
11746,Gabrieli Penjueli,Gabrieli Penjueli,,,
11747,Livai Rasala,Livai Rasala,,,
11748,Ilaisa Saukuru,Ilaisa Saukuru,,,
11749,Pat Tuidraki,Patiliai T. Tuidraki,1969-07-29 00:00:00,1.8,77
11750,Joeli Vidiri,Joeli Vidiri,1973-01-23 00:00:00,1.91,89
11751,Napolini Vitau,Napolini Vitau,,,
11753,Javier Pertile,Javier Pertile,1968-10-26 00:00:00,1.85,79
11754,Rasolosolo Bogisa,Rasolosolo Bogisa,1974-01-06 00:00:00,1.83,88
11755,Isikeli Kunaqio,Isikeli Kunaqio,,,
11756,Sitaveni Matalulu,Sitaveni Matalulu,,,
11757,Yasunobu Sato,Yasunobu Sato,,,
11758,Jose Thomas,Jose Thomas,,,
11759,Andrea Castellani,Andrea Castellani,1972-05-15 00:00:00,1.91,109
11761,Saul Espina Limones,Saul Espina Limones,1970-05-25 00:00:00,,
11762,Mike James,Mike B. James,1973-07-21 00:00:00,1.98,111
11763,Winston Stanley,Winston Ulysses Stanley,1974-07-17 00:00:00,1.85,83
11765,Christian Barrea,Christian Octavio Barrea,1972-01-12 00:00:00,1.75,81
11766,Scott Bracken,Scott Michael Bracken,1968-07-03 00:00:00,1.88,111
11767,Fernando del Castillo,Fernando del Castillo,1971-01-16 00:00:00,1.7,78
11768,Nicolas Fernandez Miranda,Nicolas Fernandez Miranda,1972-11-25 00:00:00,1.78,83
11769,Rolando Martin,Rolando Abel Martin,1968-09-23 00:00:00,1.88,102
11770,Tomasi Takau,Tomasi Zundel Takau,1969-10-15 00:00:00,1.8,95
11771,Levan Chikvinidze,Levan Chikvinidze,,,
11772,James Dalton,James Dalton,1972-08-16 00:00:00,1.78,95
11775,Craig Joiner,Craig Alexander Joiner,1974-04-21 00:00:00,1.78,89
11776,Archil Kavtarahvili,Archil Kavtarahvili,1973-03-16 00:00:00,1.85,95
11778,Marika Korovou,Marika Toroca Korovou,1971-09-28 00:00:00,1.88,97
11779,George Latu,George M. Latu,1965-01-01 00:00:00,,
11780,Ollie le Roux,Andre-Henri le Roux,1973-05-10 00:00:00,1.83,121
11781,Johan le Roux,Johan Heindrich Schroeder le Roux,1961-11-15 00:00:00,1.83,113
11782,Slade McFarland,Slade Paul McFarland,1972-08-31 00:00:00,1.83,115
11783,Jason McLennan,Jason McLennan,1973-10-30 00:00:00,1.8,78
11784,Mark Mayerhofler,Mark Andrew Mayerhofler,1972-10-08 00:00:00,1.83,96
11785,FA Meiring,Francois Anton Meiring,1967-08-24 00:00:00,1.83,84
11786,Rudy Moors,Rudolf Moors,1969-02-25 00:00:00,,
11787,Glen Osborne,Glen Mathew Osborne,1971-08-27 00:00:00,1.83,89
11788,Filipe Rayasi,Filipe R. Rayasi,1969-10-02 00:00:00,1.8,89
11789,Johan Roux,Johannes Petrus Roux,1969-02-25 00:00:00,1.8,79
11790,Emzar Shanidze,Emzar Shanidze,,,
11791,Joni Toloi,Joni Lesi Toloi,1973-09-23 00:00:00,,
11792,Vakho Tskitishvili,Vakho Tskitishvili,,,
11793,Fritz van Heerden,Frederick Johannes van Heerden,1970-06-29 00:00:00,1.98,104
11794,Joeli Veitayaki,Joeli Veitayaki,1986-03-14 00:00:00,1.8,114
11795,Brendan Venter,Brendan Venter,1969-12-29 00:00:00,1.85,92
11799,Jonathan Bell,Jonathan Charles Bell,1974-02-07 00:00:00,1.8,95
11800,David Corkery,Sean David Corkery,1972-11-06 00:00:00,1.93,102
11801,Matt O'Connor,Matthew Gerard O'Connor,1971-01-29 00:00:00,,
11802,Niall Woods,Niall Kevin Patrick Woods,1971-06-21 00:00:00,1.83,82
11803,Japie Barnard,Jacobus Abraham Barnard,1970-05-25 00:00:00,1.83,113
11804,Jannie Claassens,Johannes Petrus Claassens,1969-06-30 00:00:00,1.88,95
11805,Ryan Constable,Ryan Constable,1971-10-20 00:00:00,1.85,95
11806,Gabriel Fulcher,Gabriel Mark Fulcher,1969-11-27 00:00:00,1.96,107
11807,Dan Herbert,Daniel Joseph Herbert,1974-02-06 00:00:00,1.88,100
11808,Paul John,Paul John,1970-01-25 00:00:00,1.78,81
11809,John Mallett,John Anthony H. Mallett,1970-05-28 00:00:00,1.85,101
11810,Lance Sherrell,Lance R. Sherrell,1966-02-09 00:00:00,1.7,78
11811,Steve Williams,Steven Michael Williams,1970-10-03 00:00:00,1.96,113
11812,Jeane Beukes,Jeane Beukes,1968-02-16 00:00:00,1.85,106
11813,Gorden Chiromo,Gorden Chiromo,,,
11814,Piet du Plooy,Piet du Plooy,1965-05-25 00:00:00,,
11815,Jasper Engelbrecht,Jasper Engelbrecht,1964-10-18 00:00:00,,
11816,P. Laporte,P. Laporte,,,
11818,Celestin N'Gabala,Celestin N'Gabala,1971-05-18 00:00:00,1.83,83
11819,Achille Niamien,Achille Niamien,1967-05-12 00:00:00,1.75,95
11820,Aboubacar Soulama,Aboubacar Soulama,,,
11821,Peter Staak,Peter Staak,,,
11822,Tiny Stephenson,Paul Stephenson,,,
11823,Patrick Watson,Patrick Watson,,,
11825,Felix Dago,Felix Gneba Dago,1968-01-05 00:00:00,,
11826,Sean Grant,Sean Grant,,,
11827,Aaron Jani,Aaron Jani,,,
11828,V. Kuadio,V. Kuadio,,,
11829,A. Toubia,A. Toubia,,,
11830,George Gregan,George Musarurwa Gregan,1973-04-19 00:00:00,1.73,75
11831,J. Kouadio,J. Kouadio,,,
11832,Hiroki Ozeki,Hiroki Ozeki,,,
11833,Masaaki Sakata,Masaaki Sakata,1972-11-25 00:00:00,1.8,97
11834,S. Swatson,S. Swatson,,,
11835,Tetsuya Takeyama,Tetsuya Takeyama,,,
11836,Tim Wallace,Timothy Mark Wallace,1969-03-29 00:00:00,1.78,86
11840,Peneili Latu,Peneili P.J. Latu,1973-02-20 00:00:00,,
11841,Dai Manley,David Manley,1968-11-08 00:00:00,1.75,89
11842,Tevita Taumoepeau,Tevita Taumoepeau,1974-05-16 00:00:00,1.8,117
11843,Semi Taupeaafe,Semi H.S. Taupeaafe,1972-07-29 00:00:00,1.78,95
11844,Kati Tu'ipulotu,Katilimoni Tu'ipulotu,1967-12-05 00:00:00,1.85,98
11845,Fe'ao Vunipola,Fe'ao Moe Laru Vunipola,1969-01-06 00:00:00,1.75,106
11846,Gwilym Wilkins,Gwilym Wilkins,1967-05-04 00:00:00,,
11847,Dylan Mika,Dylan Gabriel Mika,1972-04-17 00:00:00,1.96,97
11848,Toa Samania,Toa Samania,1975-03-20 00:00:00,1.83,88
11849,Vaa Vitale,Vaapu Vitale,1970-12-04 00:00:00,,
11850,Christian Califano,Christian Pascal J. Califano,1972-05-16 00:00:00,1.8,111
11851,Jonah Lomu,Jonah Tali Lomu,1975-05-12 00:00:00,1.96,118
11852,Simon Mannix,Simon James Mannix,1971-08-10 00:00:00,1.75,83
11853,Sam Alatini,Samiuela Pasimeniti Kolongatata Alatini,1972-09-10 00:00:00,,
11854,Unaloto Fa,Unaloto Fa,,,
11855,Ulaia Palu,Ulaia Palu,,,
11856,Rudolf Straeuli,Rudolf August Wilkens Straeuli,1963-08-20 00:00:00,1.91,109
11857,Japie Mulder,Jacobus Cornelius Mulder,1969-10-18 00:00:00,1.8,77
11859,Derwyn Jones,Derwyn Jones,1970-11-14 00:00:00,2.08,120
11861,Cristian Branescu,Cristian Branescu,1968-03-20 00:00:00,1.98,108
11862,Alexandru Gealapu,Alexandru Gealapu,1972-02-19 00:00:00,,
11863,Diego Scaglia,Diego Scaglia,1967-07-29 00:00:00,1.98,108
11864,Nicolas Bossicovich,Nicolas Carlos Bossicovich,1969-06-27 00:00:00,,
11865,Os du Randt,Jacobus Petrus du Randt,1972-09-08 00:00:00,1.91,127
11866,Francisco Garcia,Francisco Luis Garcia,1970-10-30 00:00:00,1.75,85
11867,Tommy Laubscher,Thomas Gerbach Laubscher,1963-10-08 00:00:00,1.8,101
11868,Martin Pfister,Martin Pfister,,1.75,77
11869,Carlos Promanzio,Carlos Promanzio,1971-01-24 00:00:00,1.85,97
11870,Christiaan Scholtz,Christiaan Petrus Scholtz,1970-10-22 00:00:00,1.85,89
11871,Chris Badenhorst,Christopher Badenhorst,1965-12-12 00:00:00,1.75,79
11872,Jose Cilley,Jose Luis Cilley,1972-12-28 00:00:00,1.78,79
11873,Elandre van den Bergh,Elandre van den Bergh,1966-12-09 00:00:00,1.98,110
11874,Keiji Hirose,Keiji Hirose,1973-04-16 00:00:00,1.7,73
11876,Neil Alton,Neil Alton,,,
11877,Ashley Billington,Ashley Billington,1969-01-16 00:00:00,1.93,94
11878,Jon Dingley,Jon Dingley,1967-09-24 00:00:00,1.93,99
11879,Andy Fields,Andrew Richard Ian Fields,1970-05-20 00:00:00,,
11880,Vaughan Going,Vaughan Steven Going,1972-08-26 00:00:00,1.8,89
11881,Aled Jones,Aled Jones,,1.96,111
11882,Steve Kidd,Stephen Kidd,1970-11-19 00:00:00,1.8,84
11883,Stuart Krohn,Stuart Krohn,,,
11884,Dave Lewis,David Lewis,1959-12-04 00:00:00,1.8,99
11885,Rodney McIntosh,Rodney Noel McIntosh,1967-04-26 00:00:00,1.8,99
11886,Neil Munn,Neil Munn,,,
11888,C. Pain,C. Pain,,,
11889,Roger Patterson,Roger Thomas Gordon Patterson,1965-05-16 00:00:00,1.93,108
11890,Rick Shuttleworth,Richard Shuttleworth,1969-02-19 00:00:00,1.8,91
11891,Isi Tuivai,Isieli Tuivai,1970-08-17 00:00:00,1.85,89
11894,Toby Bland,Toby Bland,1970-11-05 00:00:00,1.85,102
11895,Robin Bredbury,Robin Bredbury,1977-06-06 00:00:00,1.73,74
11897,Jo Hancock,Jo Hancock,,,
11898,G. Jamieson,G. Jamieson,,,
11899,J. McKee,J. McKee,,,
11900,Chris North,Chris North,,,
11901,J. Piper,J. Piper,,,
11904,Keith Gauntlett,Keith Gauntlett,,,
11905,W. James,W. James,,,
11907,Will Wild,William E. Wild,1970-01-09 00:00:00,1.85,94
11908,Ray Green,Ray Green,1972-11-11 00:00:00,1.73,88
11909,Dan Lyle,Daniel Joseph Lyle,1970-09-28 00:00:00,1.96,114
11911,Leodor Costea,Leodor Danut Costea,1967-12-10 00:00:00,,
11912,Florin Marioara,Florin Marioara,1968-04-22 00:00:00,1.83,129
11913,Ionel Negreci,Ionel Negreci,1970-12-13 00:00:00,,179
11914,Mihai Vioreanu,Mihai Horia Vioreanu,1974-10-03 00:00:00,1.83,81
11915,Graeme Burns,Graeme George Burns,1971-10-29 00:00:00,1.75,82
11916,Derrick Patterson,Derrick William Patterson,1968-07-06 00:00:00,1.75,87
11917,Kevin Putt,Kevin Barry Putt,1964-07-28 00:00:00,1.73,78
11918,Matt Back,Mathew Back,1970-04-05 00:00:00,1.83,92
11919,Mark Taylor,Mark Taylor,1973-02-27 00:00:00,1.85,95
11921,Marco Platania,Marco Platania,1973-05-06 00:00:00,1.8,81
11922,Arnaud Costes,Arnaud Costes,1973-06-16 00:00:00,1.85,99
11923,Paul LeBlanc,Paul G. LeBlanc,1967-10-09 00:00:00,,
11925,Stewart Campbell,Stewart Joseph Campbell,1972-04-25 00:00:00,1.98,112
11926,Ronnie Eriksson,Bo Ronald Sheehan Eriksson,1972-04-22 00:00:00,1.85,97
11928,Duncan Hodge,Duncan William Hodge,1974-08-18 00:00:00,1.83,88
11929,John Manson,John James Manson,1968-06-22 00:00:00,1.83,98
11930,Rowen Shepherd,Rowen James Stanley Shepherd,1970-12-25 00:00:00,1.83,97
11931,Murray Wallace,Murray Ian Wallace,1967-10-13 00:00:00,1.91,95
11932,Paul Burke,Paul Anthony Burke,1973-05-01 00:00:00,1.73,86
11933,Marc de Rougemont,Marc de Rougemont,1972-05-24 00:00:00,1.75,89
11934,Anthony Foley,Anthony Gerard Foley,1973-10-30 00:00:00,1.91,111
11935,Niall Hogan,Niall Andrew Hogan,1971-04-20 00:00:00,1.73,79
11938,Kevin Whitley,Kevin William Whitley,1969-08-12 00:00:00,1.98,111
11939,Ben Cronin,Benjamin Michael Cronin,1968-07-13 00:00:00,1.96,107
11940,Kalau Fukofuka,Tu'akalau Fukofuka,,,
11941,Taipe Isitolo,Taipe Vave Isitolo,,,
11942,Pouvalu Latukefu,Pouvalu Latukefu,,1.98,105
11943,Joe Mafile'o,Simana Mafile'o,1969-09-14 00:00:00,1.85,94
11944,David Manako,Tevita Manako,1971-11-11 00:00:00,,
11945,Mana 'Otai,Kolo-Ki-Lakepa Manakaetau Filipe 'Otai,1969-09-21 00:00:00,,
11946,Tim Tavalea,Timote Fomonga Tavalea,1972-03-20 00:00:00,1.8,99
11947,Va'a Toloke,Va'a Toloke,1974-08-24 00:00:00,1.93,109
11948,Taholo Anitoni,Taholo Anitoni,,,
11949,Diego Albanese,Diego Luis Albanese,1973-09-17 00:00:00,1.73,78
11950,Philippe Carbonneau,Philippe Carbonneau,1971-04-15 00:00:00,1.73,83
11951,Eddie Halvey,Eddie Oliver Halvey,1970-08-11 00:00:00,1.93,107
11952,Spencer John,Spencer Courtney John,1973-10-19 00:00:00,1.85,121
11954,Martin Lerga,J.Martin Lerga,,,
11955,Justin Thomas,William Justin Lloyd Thomas,1973-11-01 00:00:00,1.78,77
11956,Diego Aguirre,Diego Aguirre,1974-09-23 00:00:00,1.88,95
11957,Miguel Belluscio,Miguel Belluscio,,,
11958,Eduardo Berruti,Eduardo Berruti,1968-03-15 00:00:00,1.85,113
11959,Santiago Cat,Santiago Cat,1972-09-09 00:00:00,1.83,84
11960,Jeff Grout,Jeff Grout,,,
11961,Hans Kuhffuss,Hans Kuhffuss,,,
11962,Shawn Lytton,Shawn T. Lytton,1968-08-06 00:00:00,,
11963,Danny Nikas,Danny Nikas,,,
11964,Courtney Smith,Courtney Dwight Smith,1971-04-14 00:00:00,1.78,87
11965,Alan Tynan,Alan P.C. Tynan,1972-08-23 00:00:00,,
11966,Gareth Rowlands,Gareth D. Rowlands,1971-03-12 00:00:00,2.01,104
11967,Rod Snow,Rod G.A. Snow,1970-05-01 00:00:00,1.8,115
11968,Gregg Botterman,Gregg Richard Botterman,1968-03-03 00:00:00,1.8,97
11969,Shane Byrne,James Shane Byrne,1971-07-18 00:00:00,1.78,100
11970,Andrew Gibbs,Andrew Gibbs,1972-03-20 00:00:00,1.91,104
11971,Filipe Braga,Filipe Braga,,,
11972,Antonio Esteves,Antonio Esteves,,,
11973,Alexandrre Lima,Alexandrre Lima,,,
11974,Nuno Neto,Nuno Neto,,,
11975,Paliko Jimsheladze,Paliko Jimsheladze,1975-07-08 00:00:00,1.8,86
11976,Giorgi Kakhiani,Giorgi Kakhiani,,,
11977,Nugzar Mgueladze,David Mgueladze,,,
11980,Zurab Mtchedlishvili,Zurab Mtchedlishvili,1971-10-22 00:00:00,1.85,106
11982,Paula Bale,Paula Bale,1965-12-27 00:00:00,1.85,93
11983,Romeo Gontineac,Romeo Stefan Gontineac,1973-12-18 00:00:00,1.75,90
11984,Emori Katalau,Emori S. Katalau,1967-04-09 00:00:00,1.96,89
11985,Lawrence Little,Lawrence Charles Little,1967-10-24 00:00:00,1.85,84
11986,Jacob Rauluni,Jacob Sekove Rauluni,1972-06-25 00:00:00,1.8,91
11987,Dan Rouse,Daniel Maxwell Rouse,1972-05-01 00:00:00,1.91,111
11988,Sale Sorovaki,Sale C. Sorovaki,1969-10-06 00:00:00,1.88,92
11990,George Harder,George Allan Harder,1974-06-22 00:00:00,1.85,102
11991,George Leaupepe,George Edward Leaupepe,1975-04-27 00:00:00,1.8,89
11992,Mike Mika,Michael Alaifatu N. Mika,1968-07-24 00:00:00,1.85,114
11993,Esera Puleitu,Esera Puleitu,1975-11-15 00:00:00,,
11994,Chris Rossouw,Christiaan le Cordeur Rossouw,1969-09-14 00:00:00,1.83,104
11995,Fata Sini,Jefata Sini,1966-12-24 00:00:00,,
11996,Mike Umaga,Michael Tuugasala Umaga,1966-02-19 00:00:00,1.83,96
11997,Mornay Visser,Mornay Visser,1969-03-30 00:00:00,1.83,97
11998,Pedro Castro,Pedro Melo e Castro,1975-03-28 00:00:00,1.93,98
11999,Barry Ebl,Barry G. Ebl,1969-09-23 00:00:00,,
12000,Josh Kronfeld,Joshua Adrian Kronfeld,1971-06-20 00:00:00,1.85,103
12001,Andrew Mehrtens,Andrew Philip Mehrtens,1973-04-28 00:00:00,1.78,87
12002,Joao Tiago,Joao Tiago,,,
12003,Ezequiel Jurado,Ezequiel Jurado,1973-04-17 00:00:00,1.85,85
12004,Agustin Pichot,Agustin Pichot,1974-08-22 00:00:00,1.75,77
12005,Dragos Niculae,Dragos Gabriel Niculae,1971-03-17 00:00:00,1.8,112
12006,Ionel Rotaru,Ionel Rotaru,1973-09-14 00:00:00,,
12008,Francisco Javie Fernandez Jimenez,Francisco Javier Fernandez Jimenez,,,
12009,Xabier Guerediaga Nanclares,Xabier Guerediaga Nanclares,,,
12010,Francesco Mazzariol,Francesco Mazzariol,1975-03-01 00:00:00,1.73,75
126017,Vaclav Zelenka,Vaclav Zelenka,,,
12011,David O'Mahony,David Patrick O'Mahony,1970-08-18 00:00:00,1.75,85
12012,Darragh O'Mahony,Darragh William O'Mahony,1972-08-18 00:00:00,1.8,82
12013,Paul Wallace,Paul Stephen Wallace,1971-12-30 00:00:00,1.85,109
12014,Fernando Esteves,Fernando Esteves,1974-11-11 00:00:00,1.88,122
